id,year,month,state,tot_no_pw_reg_anc,no_early_anc_register,early_anc_register,no_anc_4_or_more,anc_4_or_more,no_pw_given_tt1,pw_tt1_given,no_pw_given_tt2,pw_tt2_given,no_pw_given_tt_booster,pw_tt_booster_given,no_pw_given_calcium,pw_calcium,no_pw_given_ifa,pw_ifa,no_pw_given_albendazole,pw_albendazole,tot_c_section_deliveries,c_section_deliveries,tot_chld_born,tot_still_birth,per_still_birth
3556,2018-2019,May,Manipur,5719,3364,58.82,2293,40.09,3737,162.97,2503,109.16,633,27.61,900,39.25,1962,85.56,226,9.86,565,25.92,2727,11,4.03
3557,2018-2019,May,Meghalaya,12584,4514,35.87,4241,33.70,5612,132.33,4173,98.40,2672,63.00,2624,61.87,4519,106.56,1603,37.80,501,14.68,6252,126,20.15
3558,2018-2019,May,Mizoram,1923,1413,73.48,712,37.03,1122,157.58,1027,144.24,498,69.94,95,13.34,485,68.12,109,15.31,259,19.04,1507,15,9.95
3559,2018-2019,May,Nagaland,3265,961,29.43,666,20.40,1531,229.88,1065,159.91,270,40.54,141,21.17,351,52.70,104,15.62,201,17.85,1430,13,9.09
3560,2018-2019,May,Odisha,64118,54538,85.06,47511,74.10,55702,117.24,53427,112.45,5214,10.97,13750,28.94,47850,100.71,26491,55.76,11339,21.23,54748,1218,22.25
3561,2018-2019,May,Puducherry,9044,2946,32.57,6803,75.22,2051,30.15,1987,29.21,303,4.45,1300,19.11,3706,54.48,1059,15.57,1154,30.45,3752,51,13.59
3562,2018-2019,May,Punjab,40361,31451,77.92,25789,63.90,35764,138.68,35320,136.96,1908,7.40,10679,41.41,22214,86.14,10106,39.19,8684,38.25,23111,439,19.00
3563,2018-2019,May,Rajasthan,163432,102280,62.58,60832,37.22,96058,157.91,83367,137.04,52064,85.59,67687,111.27,69568,114.36,52741,86.70,11003,10.95,102429,1995,19.48
3564,2018-2019,May,Sikkim,873,637,72.97,479,54.87,640,133.61,635,132.57,78,16.28,666,139.04,734,153.24,344,71.82,221,40.55,548,14,25.55
3565,2018-2019,May,Tamil Nadu,91258,84799,92.92,83792,91.82,76206,90.95,74330,88.71,15587,18.60,33260,39.69,80761,96.38,36441,43.49,36053,46.45,77609,512,6.60
3566,2018-2019,May,Telangana,59851,39041,65.23,63135,105.49,57273,90.72,57137,90.50,6859,10.86,72988,115.61,85295,135.10,16335,25.87,25553,50.64,52221,591,11.32
3567,2018-2019,May,Tripura,6429,4092,63.65,3286,51.11,4840,147.29,4489,136.61,442,13.45,338,10.29,3348,101.89,152,4.63,908,25.15,3865,51,13.20
3568,2018-2019,May,Uttarakhand,21022,12799,60.88,9794,46.59,16012,163.49,15167,154.86,2378,24.28,7326,74.80,5555,56.72,1413,14.43,1464,15.95,10480,120,11.45
3569,2018-2019,May,Uttar Pradesh,515462,236324,45.85,248289,48.17,376246,151.54,325315,131.02,93245,37.56,155026,62.44,427141,172.03,63702,25.66,12258,5.42,263567,3282,12.45
3570,2018-2019,May,West Bengal,143912,124731,86.67,104642,72.71,126391,120.78,123091,117.63,12200,11.66,36889,35.25,118239,112.99,92364,88.27,34730,35.20,100182,1538,15.35
3571,2018-2019,June,Andhra Pradesh,72356,57982,80.13,68635,94.86,67864,98.88,66708,97.19,5364,7.82,44567,64.93,65763,95.82,26398,38.46,22249,36.77,60471,614,10.15
3573,2018-2019,June,Arunachal Pradesh,3106,1287,41.44,773,24.89,1980,256.14,1535,198.58,330,42.69,724,93.66,998,129.11,376,48.64,205,17.55,1307,22,16.83
3574,2018-2019,June,Assam,66296,56589,85.36,41348,62.37,58645,141.83,51240,123.92,5749,13.90,26414,63.88,62111,150.22,19981,48.32,8108,24.90,36024,845,23.46
3575,2018-2019,June,Bihar,306293,201135,65.67,186584,60.92,168528,90.32,147745,79.18,105745,56.67,141583,75.88,200760,107.60,61845,33.15,2921,2.95,125281,1584,12.64
3576,2018-2019,June,Chandigarh,3687,2912,78.98,2819,76.46,2367,83.97,1963,69.63,594,21.07,2951,104.68,2961,105.04,1854,65.77,682,31.71,2140,65,30.37
3577,2018-2019,June,Chhattisgarh,60875,55043,90.42,48335,79.40,49446,102.30,40543,83.88,12368,25.59,44047,91.13,57156,118.25,38713,80.09,5826,15.88,37373,821,21.97
3580,2018-2019,June,Delhi,75442,27563,36.54,32633,43.26,23909,73.27,20125,61.67,3095,9.48,38081,116.69,37966,116.34,11155,34.18,5779,31.29,19182,377,19.65
3581,2018-2019,June,Goa,1975,1102,55.80,1194,60.46,961,80.49,842,70.52,174,14.57,1300,108.88,1304,109.21,324,27.14,606,45.39,1336,19,14.22
3582,2018-2019,June,Gujarat,117241,96591,82.39,96127,81.99,95523,99.37,77965,81.11,27016,28.10,106642,110.94,108019,112.37,88939,92.52,14072,16.11,88786,1007,11.34
3583,2018-2019,June,Haryana,46633,33162,71.11,34609,74.22,35940,103.85,31409,90.75,11352,32.80,31160,90.03,29903,86.40,30327,87.63,6297,18.89,35158,599,17.04
3584,2018-2019,June,Himachal Pradesh,10069,8882,88.21,7474,74.23,7096,94.94,6368,85.20,2902,38.83,7007,93.75,7416,99.22,6276,83.97,1327,22.19,6635,91,13.72
3586,2018-2019,June,Jharkhand,82140,46233,56.29,61049,74.32,63463,103.95,52352,85.75,13386,21.93,50291,82.38,70473,115.44,18590,30.45,4115,7.53,56842,789,13.88
3587,2018-2019,June,Karnataka,98821,79653,80.60,92434,93.54,82529,89.28,73220,79.21,28872,31.24,86135,93.19,98275,106.32,72929,78.90,21204,29.50,71739,699,9.74
3588,2018-2019,June,Kerala,41624,35485,85.25,42882,103.02,39436,91.96,35865,83.64,1066,2.49,13991,32.63,38938,90.80,3582,8.35,17023,40.77,42182,168,3.98
3589,2018-2019,June,Lakshadweep,102,87,85.29,87,85.29,69,79.31,61,70.11,16,18.39,82,94.25,82,94.25,5,5.75,31,46.27,65,3,46.15
3590,2018-2019,June,Madhya Pradesh,163955,105430,64.30,114018,69.54,123755,108.54,108002,94.72,36092,31.65,129988,114.01,148179,129.96,101430,88.96,10386,10.36,105128,1850,17.60
3591,2018-2019,June,Maharashtra,180463,138143,76.55,157492,87.27,122680,77.90,103313,65.60,56614,35.95,142710,90.61,168290,106.86,94525,60.02,29815,23.11,129670,1290,9.95
3592,2018-2019,June,Manipur,4917,2971,60.42,2277,46.31,2994,131.49,2635,115.72,576,25.30,987,43.35,1937,85.07,210,9.22,537,25.03,2669,15,5.62
3593,2018-2019,June,Meghalaya,10902,3593,32.96,4114,37.74,5134,124.79,4193,101.92,2263,55.01,2183,53.06,4013,97.54,1578,38.36,487,14.74,5906,119,20.15
3594,2018-2019,June,Mizoram,2042,1517,74.29,831,40.70,1349,162.33,1107,133.21,550,66.19,190,22.86,621,74.73,132,15.88,231,17.55,1484,20,13.48
3595,2018-2019,June,Nagaland,3131,979,31.27,480,15.33,1605,334.38,1106,230.42,211,43.96,157,32.71,399,83.13,119,24.79,216,17.99,1462,20,13.68
3596,2018-2019,June,Odisha,70374,59299,84.26,48685,69.18,63224,129.86,54002,110.92,5922,12.16,14321,29.42,48328,99.27,30227,62.09,9921,21.21,48413,1110,22.93
3597,2018-2019,June,Puducherry,10598,3160,29.82,7173,67.68,1689,23.55,1689,23.55,282,3.93,1296,18.07,5935,82.74,1030,14.36,1164,30.54,3779,43,11.38
3598,2018-2019,June,Punjab,38664,29656,76.70,28157,72.82,35077,124.58,33796,120.03,1889,6.71,10879,38.64,21278,75.57,10208,36.25,9249,36.88,25577,432,16.89
3599,2018-2019,June,Rajasthan,156486,100560,64.26,62932,40.22,93056,147.87,84384,134.09,50762,80.66,67334,106.99,69310,110.13,54994,87.39,11678,11.25,105161,1923,18.29
3600,2018-2019,June,Sikkim,898,640,71.27,519,57.80,654,126.01,603,116.18,83,15.99,640,123.31,702,135.26,341,65.70,191,34.79,541,15,27.73
3601,2018-2019,June,Tamil Nadu,88860,81979,92.26,81614,91.85,74168,90.88,73339,89.86,15708,19.25,34093,41.77,78024,95.60,34670,42.48,35413,46.63,75881,442,5.82
3602,2018-2019,June,Telangana,63814,41953,65.74,59620,93.43,62028,104.04,55825,93.63,17035,28.57,69426,116.45,89059,149.38,17557,29.45,23577,50.35,48082,269,5.59
3603,2018-2019,June,Tripura,6413,4383,68.35,3179,49.57,4816,151.49,4108,129.22,429,13.49,341,10.73,3395,106.79,184,5.79,1030,29.67,3704,72,19.44
3604,2018-2019,June,Uttarakhand,18771,11569,61.63,8938,47.62,14453,161.70,13248,148.22,2022,22.62,7495,83.86,5243,58.66,1178,13.18,1561,15.82,11099,138,12.43
3605,2018-2019,June,Uttar Pradesh,517094,240184,46.45,256610,49.63,375997,146.52,325502,126.85,99671,38.84,156438,60.96,529582,206.38,68972,26.88,12415,5.10,284644,3707,13.02
3606,2018-2019,June,West Bengal,141042,123944,87.88,105673,74.92,125007,118.30,112021,106.01,12255,11.60,42316,40.04,129092,122.16,92320,87.36,34973,37.48,95418,1505,15.77
3607,2018-2019,July,Andhra Pradesh,73315,57741,78.76,69578,94.90,70117,100.77,71731,103.09,5205,7.48,49812,71.59,70944,101.96,28067,40.34,20718,33.65,61463,591,9.62
3609,2018-2019,July,Arunachal Pradesh,3254,1215,37.34,644,19.79,1958,304.04,1307,202.95,266,41.30,803,124.69,1615,250.78,371,57.61,231,17.38,1448,22,15.19
3610,2018-2019,July,Assam,66319,56808,85.66,44598,67.25,58683,131.58,55874,125.28,6193,13.89,30348,68.05,63441,142.25,21070,47.24,8800,24.50,39499,890,22.53
3611,2018-2019,July,Bihar,327385,214306,65.46,202967,62.00,179987,88.68,159713,78.69,113692,56.02,157354,77.53,215378,106.11,65118,32.08,3680,2.83,159169,2061,12.95
3612,2018-2019,July,Chandigarh,4313,3504,81.24,3476,80.59,2973,85.53,2256,64.90,750,21.58,3456,99.42,3516,101.15,1950,56.10,818,33.14,2463,51,20.71
3613,2018-2019,July,Chhattisgarh,53153,48043,90.39,46287,87.08,43430,93.83,45049,97.33,10572,22.84,39499,85.33,52293,112.98,37881,81.84,6445,16.56,39284,839,21.36
3616,2018-2019,July,Delhi,84224,29881,35.48,37686,44.74,28269,75.01,22374,59.37,4192,11.12,39985,106.10,40990,108.77,13745,36.47,6787,29.89,23672,472,19.94
3617,2018-2019,July,Goa,2223,1268,57.04,1269,57.09,968,76.28,845,66.59,158,12.45,1476,116.31,1485,117.02,388,30.58,595,42.74,1404,13,9.26
3618,2018-2019,July,Gujarat,107776,88044,81.69,91707,85.09,87297,95.19,80803,88.11,25179,27.46,100710,109.82,100169,109.23,85233,92.94,15395,16.44,94789,1070,11.29
3619,2018-2019,July,Haryana,57388,38545,67.17,40509,70.59,42101,103.93,35164,86.81,14491,35.77,35268,87.06,35865,88.54,35741,88.23,7532,18.04,43899,667,15.19
3620,2018-2019,July,Himachal Pradesh,9527,8257,86.67,8111,85.14,6654,82.04,6630,81.74,2615,32.24,7410,91.36,7738,95.40,6281,77.44,1570,22.69,7636,81,10.61
3622,2018-2019,July,Jharkhand,84868,46390,54.66,65942,77.70,67036,101.66,56567,85.78,14359,21.78,51768,78.51,71612,108.60,20093,30.47,4465,7.84,59645,760,12.74
3623,2018-2019,July,Karnataka,100530,79556,79.14,93864,93.37,81768,87.11,75559,80.50,28024,29.86,88994,94.81,97546,103.92,70516,75.13,21313,30.38,69872,661,9.46
3624,2018-2019,July,Kerala,41248,35233,85.42,42820,103.81,37701,88.05,34479,80.52,1190,2.78,13033,30.44,38141,89.07,2698,6.30,16334,40.95,40252,170,4.22
3625,2018-2019,July,Lakshadweep,101,81,80.20,95,94.06,77,81.05,62,65.26,15,15.79,94,98.95,102,107.37,4,4.21,28,50.00,56,1,17.86
3626,2018-2019,July,Madhya Pradesh,174012,112520,64.66,122797,70.57,135858,110.64,119269,97.13,40124,32.68,136259,110.96,156938,127.80,107608,87.63,11312,10.07,117476,2067,17.60
3627,2018-2019,July,Maharashtra,184997,141791,76.65,160534,86.78,125002,77.87,113360,70.61,56559,35.23,150753,93.91,173854,108.30,99305,61.86,31289,23.35,134588,1504,11.17
3628,2018-2019,July,Manipur,4893,3050,62.33,2433,49.72,2967,121.95,2448,100.62,549,22.56,916,37.65,2025,83.23,138,5.67,698,28.22,2979,13,4.36
3629,2018-2019,July,Meghalaya,11758,3898,33.15,4723,40.17,5273,111.65,4277,90.56,2365,50.07,2525,53.46,4770,101.00,1501,31.78,506,14.22,5941,150,25.25
3630,2018-2019,July,Mizoram,2085,1575,75.54,922,44.22,1269,137.64,1223,132.65,572,62.04,401,43.49,999,108.35,255,27.66,233,17.51,1487,14,9.41
3631,2018-2019,July,Nagaland,3366,971,28.85,671,19.93,1723,256.78,1030,153.50,264,39.34,141,21.01,470,70.04,116,17.29,209,17.45,1412,28,19.83
3632,2018-2019,July,Odisha,63216,53444,84.54,48905,77.36,56852,116.25,61302,125.35,5306,10.85,16133,32.99,48793,99.77,30092,61.53,10305,20.51,51911,1111,21.40
3633,2018-2019,July,Puducherry,8072,2493,30.88,6729,83.36,1579,23.47,1646,24.46,284,4.22,1162,17.27,3984,59.21,1227,18.23,1204,31.18,3822,50,13.08
3634,2018-2019,July,Punjab,39559,29877,75.53,30367,76.76,35566,117.12,34333,113.06,2055,6.77,12122,39.92,20803,68.51,11256,37.07,11447,35.77,32577,448,13.75
3635,2018-2019,July,Rajasthan,158920,101209,63.69,71831,45.20,95661,133.18,81778,113.85,51242,71.34,73556,102.40,71629,99.72,58498,81.44,12966,10.52,124745,2146,17.20
3636,2018-2019,July,Sikkim,795,603,75.85,583,73.33,608,104.29,645,110.63,64,10.98,527,90.39,580,99.49,335,57.46,211,37.48,566,10,17.67
3637,2018-2019,July,Tamil Nadu,85036,78110,91.86,76402,89.85,71233,93.23,71555,93.66,14098,18.45,30934,40.49,84333,110.38,31671,41.45,36545,46.50,78579,496,6.31
3638,2018-2019,July,Telangana,67749,41539,61.31,62438,92.16,57326,91.81,57324,91.81,7742,12.40,59934,95.99,72915,116.78,16004,25.63,24750,48.86,51585,289,5.60
3639,2018-2019,July,Tripura,6505,4328,66.53,3210,49.35,4829,150.44,4356,135.70,456,14.21,578,18.01,3578,111.46,192,5.98,967,27.92,3669,77,20.99
3640,2018-2019,July,Uttarakhand,23829,14284,59.94,10881,45.66,17642,162.14,14541,133.64,3121,28.68,9556,87.82,4954,45.53,1401,12.88,1545,13.93,12644,141,11.15
3641,2018-2019,July,Uttar Pradesh,556544,257760,46.31,279788,50.27,400512,143.15,338764,121.08,104309,37.28,154294,55.15,518537,185.33,74499,26.63,14126,5.36,300880,3825,12.71
3642,2018-2019,July,West Bengal,153611,134998,87.88,117647,76.59,136524,116.05,136090,115.68,14913,12.68,47148,40.08,136292,115.85,104798,89.08,36342,38.01,97010,1722,17.75
3643,2018-2019,August,Andhra Pradesh,64460,51548,79.97,71048,110.22,59468,83.70,67472,94.97,4230,5.95,47879,67.39,68481,96.39,25261,35.55,23141,37.43,62551,665,10.63
3645,2018-2019,August,Arunachal Pradesh,2921,1144,39.16,841,28.79,1748,207.85,1319,156.84,249,29.61,715,85.02,1251,148.75,353,41.97,268,17.36,1694,27,15.94
3646,2018-2019,August,Assam,56630,47679,84.19,46395,81.93,50596,109.05,51462,110.92,5248,11.31,34913,75.25,57335,123.58,21261,45.83,10405,22.89,49802,959,19.26
3647,2018-2019,August,Bihar,290759,191847,65.98,198321,68.21,157714,79.52,160950,81.16,98799,49.82,149202,75.23,202264,101.99,60376,30.44,4582,2.61,203952,2464,12.08
3648,2018-2019,August,Chandigarh,3760,2823,75.08,3401,90.45,2386,70.16,2182,64.16,662,19.46,3558,104.62,3568,104.91,1549,45.55,935,33.06,2800,54,19.29
3649,2018-2019,August,Chhattisgarh,22971,20179,87.85,21085,91.79,19062,90.41,17771,84.28,4627,21.94,19365,91.84,23269,110.36,15155,71.88,6627,18.08,36963,764,20.67
3652,2018-2019,August,Delhi,76959,26879,34.93,37630,48.90,25263,67.14,20987,55.77,3822,10.16,39669,105.42,41802,111.09,12490,33.19,7903,29.56,27868,479,17.19
3653,2018-2019,August,Goa,2074,1211,58.39,1539,74.20,821,53.35,803,52.18,145,9.42,1524,99.03,1536,99.81,712,46.26,690,45.67,1518,14,9.22
3654,2018-2019,August,Gujarat,103648,84607,81.63,89597,86.44,82826,92.44,75557,84.33,24796,27.68,100181,111.81,100005,111.62,80814,90.20,17246,16.66,104463,1133,10.85
3655,2018-2019,August,Haryana,46061,31958,69.38,40212,87.30,34683,86.25,33099,82.31,12202,30.34,30937,76.93,26845,66.76,32463,80.73,8750,18.52,49618,796,16.04
3656,2018-2019,August,Himachal Pradesh,9135,7934,86.85,8138,89.09,6493,79.79,6173,75.85,2522,30.99,7254,89.14,7676,94.32,6288,77.27,1768,23.39,8252,120,14.54
3658,2018-2019,August,Jharkhand,72756,42706,58.70,60673,83.39,56213,92.65,55647,91.72,11305,18.63,42715,70.40,54302,89.50,17900,29.50,5055,8.35,63268,771,12.19
3659,2018-2019,August,Karnataka,91656,74909,81.73,93939,102.49,79119,84.22,75780,80.67,26857,28.59,85974,91.52,94550,100.65,69672,74.17,22878,30.32,75318,751,9.97
3660,2018-2019,August,Kerala,35164,30697,87.30,38927,110.70,34547,88.75,32279,82.92,1239,3.18,10852,27.88,33532,86.14,2007,5.16,16123,41.02,39455,165,4.18
3661,2018-2019,August,Lakshadweep,119,102,85.71,95,79.83,89,93.68,75,78.95,13,13.68,89,93.68,98,103.16,10,10.53,24,33.80,71,0,0.00
3662,2018-2019,August,Madhya Pradesh,152363,99915,65.58,120646,79.18,118705,98.39,118075,97.87,33197,27.52,122472,101.51,142957,118.49,99199,82.22,12507,9.78,132865,2258,16.99
3663,2018-2019,August,Maharashtra,176308,137245,77.84,158955,90.16,122026,76.77,112841,70.99,54276,34.15,151334,95.21,169178,106.43,98504,61.97,35968,23.39,154784,1661,10.73
3664,2018-2019,August,Manipur,4807,2759,57.40,2348,48.85,3100,132.03,2258,96.17,616,26.24,774,32.96,1804,76.83,173,7.37,575,23.63,2999,22,7.34
3665,2018-2019,August,Meghalaya,12800,3617,28.26,4860,37.97,4871,100.23,4327,89.03,2237,46.03,2720,55.97,4550,93.62,1690,34.77,645,15.25,7103,147,20.70
3666,2018-2019,August,Mizoram,1906,1503,78.86,937,49.16,1239,132.23,1137,121.34,543,57.95,293,31.27,756,80.68,232,24.76,267,19.96,1480,15,10.14
3667,2018-2019,August,Nagaland,3192,818,25.63,830,26.00,1397,168.31,1096,132.05,330,39.76,266,32.05,555,66.87,115,13.86,252,17.92,1690,20,11.83
3668,2018-2019,August,Odisha,58192,49458,84.99,49687,85.38,49932,100.49,54883,110.46,4681,9.42,19554,39.35,49279,99.18,31036,62.46,11595,22.07,54065,1143,21.14
3669,2018-2019,August,Puducherry,7585,2284,30.11,7100,93.61,1512,21.30,1564,22.03,255,3.59,917,12.92,3432,48.34,1184,16.68,1277,32.73,3892,39,10.02
3670,2018-2019,August,Punjab,36409,26902,73.89,31650,86.93,32915,104.00,33979,107.36,1903,6.01,10477,33.10,18361,58.01,10955,34.61,12761,36.13,36711,487,13.27
3671,2018-2019,August,Rajasthan,139680,89925,64.38,77820,55.71,81916,105.26,80781,103.80,46841,60.19,75772,97.37,66275,85.16,59421,76.36,13870,10.78,130328,2255,17.30
3672,2018-2019,August,Sikkim,781,546,69.91,493,63.12,556,112.78,579,117.44,60,12.17,376,76.27,582,118.05,389,78.90,200,33.17,615,12,19.51
3673,2018-2019,August,Tamil Nadu,85919,79557,92.60,78375,91.22,71965,91.82,70238,89.62,14860,18.96,30809,39.31,81730,104.28,32785,41.83,37373,46.92,79684,598,7.50
3674,2018-2019,August,Telangana,57991,35880,61.87,62123,107.13,51455,82.83,54590,87.87,8418,13.55,56470,90.90,72443,116.61,14873,23.94,26641,49.17,55590,264,4.75
3675,2018-2019,August,Tripura,6077,4015,66.07,3574,58.81,4553,127.39,4250,118.91,448,12.53,617,17.26,3783,105.85,147,4.11,913,24.54,3925,72,18.34
3676,2018-2019,August,Uttarakhand,18911,11780,62.29,9811,51.88,14125,143.97,14759,150.43,2196,22.38,11511,117.33,5195,52.95,1451,14.79,1727,14.09,14147,164,11.59
3677,2018-2019,August,Uttar Pradesh,513806,244686,47.62,284189,55.31,372464,131.06,324554,114.20,95610,33.64,163792,57.63,458889,161.47,73325,25.80,16997,5.38,360145,4707,13.07
3678,2018-2019,August,West Bengal,122229,106501,87.13,117535,96.16,107564,91.52,114419,97.35,11982,10.19,47642,40.53,121133,103.06,88986,75.71,40737,35.70,115595,1800,15.57
3679,2018-2019,September,Andhra Pradesh,71117,57378,80.68,74276,104.44,65186,87.76,61433,82.71,4694,6.32,52871,71.18,71972,96.90,25398,34.19,25333,36.74,68955,673,9.76
3681,2018-2019,September,Arunachal Pradesh,2193,1189,54.22,876,39.95,1479,168.84,1105,126.14,297,33.90,787,89.84,1502,171.46,317,36.19,303,18.18,1817,29,15.96
3682,2018-2019,September,Assam,57654,47970,83.20,51682,89.64,53693,103.89,50325,97.37,5646,10.92,37093,71.77,58050,112.32,21569,41.73,11009,22.20,54153,1078,19.91
3683,2018-2019,September,Bihar,287151,192924,67.19,201086,70.03,155770,77.46,148443,73.82,98682,49.07,147931,73.57,202910,100.91,59096,29.39,4523,2.46,218238,2613,11.97
3684,2018-2019,September,Chandigarh,3314,2685,81.02,3158,95.29,2314,73.27,1918,60.73,529,16.75,3582,113.43,3520,111.46,1567,49.62,827,29.14,2811,59,20.99
3685,2018-2019,September,Chhattisgarh,57192,48798,85.32,47086,82.33,46990,99.80,36652,77.84,11312,24.02,43838,93.10,54072,114.84,35304,74.98,6350,16.05,42178,855,20.27
3688,2018-2019,September,Delhi,73816,25607,34.69,33681,45.63,23523,69.84,20365,60.46,3354,9.96,37316,110.79,39178,116.32,11512,34.18,7538,29.01,27071,477,17.62
3689,2018-2019,September,Goa,2200,1234,56.09,1599,72.68,868,54.28,799,49.97,160,10.01,1563,97.75,1561,97.62,752,47.03,724,42.56,1704,18,10.56
3690,2018-2019,September,Gujarat,105961,87773,82.84,95531,90.16,85675,89.68,73533,76.97,25716,26.92,102645,107.45,102319,107.11,85625,89.63,18194,17.39,106184,1238,11.66
3691,2018-2019,September,Haryana,41823,28389,67.88,38453,91.94,31717,82.48,28817,74.94,10855,28.23,28656,74.52,25126,65.34,30327,78.87,7796,17.13,47757,693,14.51
3692,2018-2019,September,Himachal Pradesh,8836,7638,86.44,7910,89.52,6187,78.22,5961,75.36,2491,31.49,6660,84.20,6761,85.47,6158,77.85,1686,23.71,7765,97,12.49
3694,2018-2019,September,Jharkhand,75066,43638,58.13,61365,81.75,59130,96.36,49997,81.47,11465,18.68,44355,72.28,80737,131.57,17283,28.16,4779,7.66,65009,801,12.32
3695,2018-2019,September,Karnataka,95609,78303,81.90,99260,103.82,80707,81.31,74691,75.25,26490,26.69,91267,91.95,97479,98.21,70353,70.88,25166,31.18,80719,799,9.90
3696,2018-2019,September,Kerala,50515,43742,86.59,44151,87.40,40310,91.30,35073,79.44,1199,2.72,14788,33.49,40273,91.22,2469,5.59,16849,41.58,40839,165,4.04
3697,2018-2019,September,Lakshadweep,92,82,89.13,94,102.17,71,75.53,67,71.28,8,8.51,96,102.13,106,112.77,20,21.28,25,36.76,68,1,14.71
3698,2018-2019,September,Madhya Pradesh,147696,96617,65.42,119127,80.66,114077,95.76,107168,89.96,31529,26.47,117910,98.98,136405,114.50,95620,80.27,12053,9.51,131756,2177,16.52
3699,2018-2019,September,Maharashtra,175170,137978,78.77,159968,91.32,121082,75.69,110389,69.01,53444,33.41,146846,91.80,167283,104.57,97533,60.97,36866,23.46,157427,1519,9.65
3700,2018-2019,September,Manipur,4579,2615,57.11,2494,54.47,2848,114.19,2323,93.14,513,20.57,967,38.77,1796,72.01,236,9.46,680,24.50,3388,20,5.90
3701,2018-2019,September,Meghalaya,11581,3873,33.44,4839,41.78,4608,95.23,3726,77.00,2125,43.91,2679,55.36,3948,81.59,1447,29.90,650,14.16,7262,153,21.07
3702,2018-2019,September,Mizoram,1896,1427,75.26,1014,53.48,1259,124.16,1247,122.98,566,55.82,440,43.39,948,93.49,257,25.35,284,17.79,1749,11,6.29
3703,2018-2019,September,Nagaland,3272,760,23.23,799,24.42,1605,200.88,1009,126.28,324,40.55,284,35.54,587,73.47,167,20.90,288,18.24,1914,26,13.58
3704,2018-2019,September,Odisha,63985,54817,85.67,50672,79.19,56188,110.89,48377,95.47,5392,10.64,25425,50.18,51502,101.64,34126,67.35,11454,22.13,53146,1184,22.28
3705,2018-2019,September,Puducherry,8036,2552,31.76,6923,86.15,1603,23.15,1294,18.69,283,4.09,1332,19.24,4148,59.92,1187,17.15,1134,29.03,3892,40,10.28
3706,2018-2019,September,Punjab,34509,25351,73.46,32686,94.72,31801,97.29,31980,97.84,1978,6.05,11088,33.92,20251,61.96,10705,32.75,13030,36.06,36799,507,13.78
3707,2018-2019,September,Rajasthan,134966,85995,63.72,77839,57.67,81176,104.29,72738,93.45,42145,54.14,83735,107.57,73245,94.10,57959,74.46,12739,10.29,125113,2236,17.87
